Age,Gender,City,Account Type,Account Balance,Account Balance After Transaction,Credit Limit,Credit Card Balance
48,Male,Dallas,Savings,1863.32,5841.76,2824.41,1764.83
55,Male,Charlotte,Savings,6995.31,11364.92,7878.54,942.07
43,Male,Sacramento,Current,4658.63,8984.63,7940.86,3708.79
44,Male,Phoenix,Current,1533.01,-349.68,1771.71,3953.28
63,Other,Washington,Savings,844.58,-2337.94,5614.99,4012.93
63,Female,El Paso,Savings,4859.34,2368.85,7211.14,4578.81
48,Female,San Antonio,Current,2465.8,6911.51,7146.65,4293.73
41,Female,El Paso,Current,2580.01,7025.98,7038.44,2903.74
30,Female,Boston,Current,3270.15,2991.33,4818.74,2496.65
42,Male,Portland,Savings,7211.81,4346.83,4682.26,4003.2
54,Female,Philadelphia,Current,1724.49,-797.81,9274.5,4827.52
58,Female,Fresno,Current,7203.8,11058.06,9579.56,152.65
42,Other,Dallas,Savings,7848.83,8835.91,2587.32,1801.67
46,Other,Tucson,Current,5985.35,9463.39,9959.51,3340.07
48,Female,Philadelphia,Current,2550.82,6246.48,2238.26,1787.3
60,Male,Atlanta,Savings,610.17,466.71,8077.64,3814.19
56,Female,Milwaukee,Savings,4138.66,6300.69,1938.53,3958.99
19,Male,Fresno,Savings,8489.71,13384.65,6616.33,3414.35
29,Other,Memphis,Savings,1108.52,-401.5,5986.77,792.06
22,Male,Columbus,Current,7473.82,3050.0,9988.33,4662.43
44,Female,Mesa,Savings,4732.11,7670.69,5663.95,1640.72
51,Other,Mesa,Savings,8998.45,7508.69,6703.38,4887.67
31,Female,Charlotte,Current,3626.36,-555.22,7484.35,1759.92
24,Female,San Diego,Savings,7077.01,2123.61,7529.78,803.87
54,Male,Detroit,Savings,7427.18,3714.57,6739.34,1441.71
53,Female,Mesa,Savings,2067.54,2383.4,8061.69,4072.57
27,Female,Nashville,Current,1665.65,1394.12,7589.54,1540.8
46,Other,Louisville,Savings,1018.04,-1444.82,4313.74,2989.76
33,Male,Houston,Current,7045.67,7005.4,2091.38,3479.35
55,Male,Indianapolis,Savings,5526.69,2143.71,9127.91,1521.94
38,Other,Washington,Current,958.52,1049.87,1087.91,3318.97
55,Other,Fort Worth,Current,3152.51,-1713.08,2833.11,772.36
58,Male,Indianapolis,Savings,1509.23,5913.59,5950.21,3151.51
50,Other,Omaha,Current,1017.54,5096.28,8088.62,3274.27
46,Male,Kansas City,Savings,3057.83,-1006.11,2922.38,163.56
65,Other,Atlanta,Savings,1053.33,5226.86,6713.24,1470.5
34,Male,Memphis,Current,2675.84,498.9,4402.15,30.38
30,Male,Seattle,Current,5571.92,1610.56,1030.93,3962.21
23,Other,Jacksonville,Current,5652.95,3810.87,7436.21,2233.05
19,Female,Colorado Springs,Current,1763.22,-2480.23,6624.9,2134.02
25,Female,Seattle,Current,1991.03,5084.68,1499.57,2284.42
49,Other,New York,Current,8564.22,6766.08,8825.77,2021.44
53,Male,Colorado Springs,Current,1752.66,-1977.25,2532.32,823.22
26,Other,Nashville,Current,552.84,-668.85,8239.02,3309.87
40,Female,New York,Savings,2523.73,-2299.94,4620.45,4586.65
24,Male,Charlotte,Savings,5806.62,9133.7,2963.54,4933.48
48,Male,Houston,Current,171.52,-1840.48,6268.97,3984.32
38,Male,Oklahoma City,Current,9851.37,12609.5,5060.03,1943.64
18,Female,Jacksonville,Savings,2380.86,-1309.61,9104.11,2813.65
63,Female,El Paso,Current,2457.36,6446.0,6797.84,63.5
19,Male,Fresno,Current,7412.31,2537.27,8382.93,1779.99
57,Male,Tucson,Current,2556.97,1504.27,1379.01,3356.63
28,Female,Fresno,Savings,4021.9,1494.75,5278.24,4472.48
54,Female,Colorado Springs,Savings,5484.8,5951.17,3928.91,552.55
35,Male,Jacksonville,Savings,316.54,737.09,2438.26,458.55
61,Other,Oklahoma City,Savings,8389.2,7858.58,9768.06,771.56
41,Other,New York,Current,5169.3,6474.22,7209.08,723.13
69,Other,San Jose,Current,3197.9,6682.61,3781.72,3922.59
36,Female,New York,Savings,4057.89,8364.95,4881.43,3558.27
22,Other,Phoenix,Savings,652.66,2838.28,5644.55,4522.46
46,Other,Indianapolis,Savings,7208.01,4427.55,1136.92,1469.85
56,Female,Charlotte,Current,5441.09,4401.32,7968.69,3397.97
19,Other,Louisville,Savings,9148.52,5191.02,8267.27,1822.83
34,Male,Milwaukee,Savings,4695.45,9138.34,7535.72,687.5
62,Female,El Paso,Current,8301.18,10734.31,4393.14,3930.19
28,Male,San Francisco,Current,1964.45,2777.21,1895.84,3125.74
54,Other,Fresno,Savings,659.44,694.9,1044.78,3516.03
30,Male,San Jose,Savings,9489.56,6802.87,4927.55,814.66
46,Female,Columbus,Current,2643.89,150.69,9547.19,3225.41
49,Other,Austin,Current,8352.48,12982.27,5193.51,1546.55
62,Female,Louisville,Savings,2647.6,2839.66,9083.8,1257.76
57,Other,Albuquerque,Current,1642.83,889.56,6354.88,3248.52
60,Female,Sacramento,Savings,7352.06,8348.52,6592.76,121.57
25,Female,Milwaukee,Savings,7806.22,10546.37,8216.27,4521.29
27,Male,San Francisco,Current,8451.77,9882.6,3593.44,812.82
42,Female,Dallas,Savings,8662.2,9698.54,5767.0,2096.31
28,Female,Jacksonville,Current,4883.0,7459.93,1819.1,2719.28
45,Male,San Diego,Current,4062.15,4275.01,9595.71,4174.37
50,Other,Nashville,Savings,7534.59,2658.13,9950.4,1115.97
56,Other,San Jose,Current,5736.92,10043.4,6132.67,4614.41
43,Female,Phoenix,Current,9656.31,8289.22,9294.85,1482.58
25,Male,Philadelphia,Savings,3820.78,2133.29,8517.96,2689.48
55,Other,Baltimore,Savings,524.47,1761.5,5731.15,845.61
43,Male,Milwaukee,Current,5934.12,10576.83,6584.27,3111.87
49,Female,San Francisco,Savings,3599.35,329.9,7561.93,783.61
63,Male,Austin,Savings,3492.47,881.79,3983.6,420.77
45,Female,Oklahoma City,Current,5688.74,8236.65,3786.6,2458.24
69,Other,Dallas,Current,9225.63,10063.57,8458.48,3487.96
24,Other,Los Angeles,Savings,2742.89,-2070.72,2698.48,933.34
52,Other,Atlanta,Current,3857.97,-715.87,3127.13,273.65
19,Other,New York,Savings,8923.37,13685.95,6330.74,212.45
39,Male,Houston,Savings,8962.67,10424.42,4576.44,7.32
67,Male,Mesa,Savings,2422.43,33.95,2180.45,1168.65
39,Male,Boston,Savings,7092.67,9692.11,9855.08,4332.59
20,Female,Chicago,Current,4214.05,6667.53,5259.41,2260.52
63,Other,Dallas,Current,9366.41,9472.17,9990.42,4615.91
67,Other,Washington,Current,7349.23,11516.64,5062.23,1246.97
62,Other,El Paso,Current,4994.1,8729.36,8066.4,4916.85
25,Male,Fort Worth,Current,8192.37,5813.13,7335.03,4124.28
21,Male,Jacksonville,Savings,9979.0,8634.66,3935.79,3919.21
32,Other,Fresno,Savings,4525.73,1347.2,1749.63,2977.93
61,Female,Jacksonville,Savings,3797.77,3097.69,2365.38,979.55
63,Male,Baltimore,Current,6109.66,11096.08,1344.37,4758.33
69,Other,Washington,Savings,6862.52,6227.07,6914.07,4051.82
56,Other,Philadelphia,Current,7074.04,7375.73,1590.01,4161.96
29,Other,Los Angeles,Current,4788.47,1722.55,3664.76,4430.65
46,Female,Baltimore,Savings,3389.7,5712.12,2031.45,1289.22
26,Other,Los Angeles,Savings,8237.05,11834.86,6251.9,4347.56
59,Male,Albuquerque,Current,9586.78,10235.34,7313.79,2451.65
57,Female,Indianapolis,Current,8653.42,10478.51,5009.74,3266.68
37,Female,Fort Worth,Savings,6855.31,4345.15,9621.23,4803.86
51,Other,New York,Current,3665.49,1425.0,3420.96,4493.3
43,Male,San Diego,Savings,6262.58,9181.92,9929.42,1248.43
65,Male,San Jose,Savings,1101.48,1619.21,6266.04,3668.92
38,Other,Charlotte,Current,5385.74,7909.33,8743.69,4147.01
40,Other,San Diego,Savings,7834.05,10612.34,2079.89,2206.79
35,Male,Jacksonville,Current,2585.49,6991.79,9852.98,534.75
69,Female,Phoenix,Current,5065.19,7924.86,7795.45,1570.82
41,Female,Denver,Savings,825.42,-1915.58,6351.7,3670.94
59,Other,Kansas City,Savings,8401.12,4338.85,1043.77,2935.92
46,Other,Austin,Current,3567.3,3901.64,1037.93,3857.96
55,Male,Oklahoma City,Savings,5863.86,2620.53,2520.13,4482.73
55,Male,Oklahoma City,Current,3847.49,-213.41,4664.85,1629.95
69,Male,Nashville,Current,6016.24,5534.21,3663.14,3439.77
30,Male,Seattle,Savings,7467.56,3407.81,8647.67,484.57
49,Other,Jacksonville,Savings,3335.46,-602.45,7762.75,3322.58
36,Other,Fresno,Savings,5240.69,5225.98,9027.38,178.7
34,Male,Detroit,Savings,7969.26,6730.94,4365.45,1260.02
19,Other,Baltimore,Savings,6909.73,7674.51,8080.76,2240.79
35,Other,Dallas,Savings,665.02,3226.6,8584.59,4225.95
56,Male,Milwaukee,Current,5730.71,1159.82,9973.81,742.96
44,Female,Houston,Current,3825.7,6843.21,7992.77,3899.47
31,Female,Philadelphia,Current,7116.92,10129.92,8727.88,2822.9
32,Male,Columbus,Savings,265.01,-358.0,3734.89,2285.51
25,Female,Houston,Savings,3372.91,6708.14,7028.39,3211.17
26,Other,Detroit,Savings,956.28,5399.0,6954.35,1723.01
38,Female,Colorado Springs,Current,9212.87,7060.43,6250.7,4972.93
60,Male,San Francisco,Savings,8777.35,5365.33,9670.58,552.54
52,Male,Denver,Savings,9684.08,8202.37,4756.29,692.89
69,Female,Philadelphia,Savings,6470.34,7822.15,8811.63,4420.15
31,Female,Memphis,Current,8089.78,9023.39,1503.63,1095.62
44,Other,Austin,Current,6157.5,4942.4,4686.61,305.44
25,Female,Indianapolis,Current,4971.23,3250.87,1656.44,4455.17
52,Female,Baltimore,Savings,8354.82,11192.79,6346.82,312.07
35,Female,Boston,Savings,7784.05,11689.52,6331.32,4298.77
31,Other,Omaha,Current,7359.44,8814.36,4120.41,2652.8
69,Female,Austin,Current,8949.72,8100.84,9155.01,2671.7
25,Other,San Antonio,Current,9294.57,11548.89,2462.28,654.37
66,Other,Detroit,Savings,4508.34,8458.02,5178.44,3151.82
25,Male,Washington,Savings,2899.93,947.16,6310.53,1851.53
54,Male,Boston,Current,5166.68,9733.92,2784.25,1812.88
61,Other,Denver,Current,1021.36,-225.73,8373.8,3485.35
19,Other,Milwaukee,Savings,9387.79,13181.78,5100.35,4338.96
34,Other,Detroit,Current,9840.15,12184.26,5708.43,3656.88
30,Male,Mesa,Current,6561.78,7106.34,4657.94,3409.51
31,Other,El Paso,Current,7487.0,8899.55,6454.41,4430.62
58,Male,San Jose,Current,3304.35,7596.88,8325.9,4501.25
58,Male,Boston,Savings,8676.05,8715.43,4016.98,3681.76
26,Other,Los Angeles,Savings,9013.0,5228.85,3739.31,4101.55
44,Other,Los Angeles,Savings,861.33,-3197.59,9207.05,1206.57
37,Other,Indianapolis,Current,1401.29,2009.28,9993.41,3406.19
55,Male,Dallas,Current,2682.44,-2128.89,3050.3,2446.0
29,Female,Louisville,Savings,7066.38,11429.11,2953.44,4245.37
59,Other,San Jose,Current,1915.31,1014.44,2331.97,4804.91
39,Female,Sacramento,Savings,2278.79,1063.92,3634.85,1336.51
54,Female,San Jose,Current,3880.45,-213.65,5467.3,3356.83
67,Female,Milwaukee,Current,6155.2,3418.8,1043.61,4274.26
56,Female,Nashville,Current,9765.46,5151.85,3168.9,3408.15
48,Female,Albuquerque,Savings,7860.56,2964.65,8726.85,3440.56
30,Male,Fresno,Savings,5627.2,3903.43,2114.69,4087.53
18,Male,San Diego,Current,588.92,95.03,8541.66,3512.82
55,Male,Los Angeles,Current,5216.72,8737.26,6039.89,4135.2
57,Female,Kansas City,Savings,2120.44,-2495.93,3387.2,4955.93
26,Male,Albuquerque,Savings,3070.68,2237.94,5104.36,2720.12
56,Other,Omaha,Savings,2583.52,7510.59,2537.9,3329.66
27,Female,Louisville,Current,3539.74,4527.13,6364.24,3076.12
46,Other,Atlanta,Savings,716.37,1156.89,1735.55,1409.69
57,Female,New York,Current,5810.69,3327.16,6499.31,4166.08
47,Female,Jacksonville,Savings,552.96,4582.77,5275.32,1931.5
19,Female,Houston,Current,6639.78,4861.45,1010.17,4773.75
35,Female,Sacramento,Savings,7334.94,9000.83,9361.25,4135.05
45,Other,Jacksonville,Savings,4912.03,3918.44,1266.66,775.14
64,Female,Austin,Savings,7834.45,2903.91,8666.52,299.1
49,Female,Columbus,Savings,9677.17,11393.08,3295.47,700.82
41,Male,Kansas City,Savings,3466.52,6802.21,9838.63,3893.22
55,Female,Fort Worth,Savings,6227.18,6897.76,9997.44,3645.8
31,Female,San Francisco,Savings,3304.94,5559.23,3099.94,3011.38
42,Female,Indianapolis,Current,4489.52,508.35,3269.11,906.72
42,Female,Sacramento,Current,306.17,5158.18,8632.53,2248.84
49,Female,Los Angeles,Current,836.06,-58.84,2265.43,2676.03
44,Female,Austin,Savings,7995.53,8477.83,1030.4,4852.56
49,Other,Chicago,Current,1485.09,-3452.55,6669.12,1093.09
48,Other,Memphis,Current,7021.6,9796.97,3447.25,1757.38
67,Female,Seattle,Current,7117.78,5384.13,4319.26,3213.43
41,Other,Oklahoma City,Savings,9962.64,14764.43,5027.57,1052.52
52,Male,Columbus,Savings,6986.4,8943.44,3392.58,895.49
47,Male,Fresno,Savings,1374.58,2542.28,2068.31,2211.29
50,Female,Milwaukee,Savings,6302.76,2283.28,7370.27,2604.25
50,Female,Omaha,Savings,5289.01,3712.33,5436.41,3441.48
63,Other,Seattle,Current,9182.17,10798.84,7918.23,3801.43
44,Male,Baltimore,Current,6932.49,9162.99,9161.22,4344.39
50,Female,Boston,Savings,5232.94,8700.81,3035.59,1694.55
50,Male,Denver,Current,6279.72,2069.32,9054.13,2520.53
21,Other,San Diego,Current,4490.25,5628.85,9609.22,4316.76
47,Female,Louisville,Current,5133.23,6952.04,3678.88,2316.79
61,Female,San Diego,Current,7251.22,4765.34,8688.86,691.09
32,Female,Milwaukee,Savings,875.63,1013.43,3454.28,2177.1
46,Male,Chicago,Savings,6191.82,2703.26,8533.54,3849.33
45,Other,Chicago,Current,973.35,3807.53,9164.71,2347.01
49,Male,Washington,Savings,8565.26,9241.73,9710.7,1225.43
53,Male,San Francisco,Current,9430.39,10090.73,6162.54,4707.14
47,Female,Mesa,Savings,7824.01,3347.05,5923.36,1523.54
59,Other,San Francisco,Current,7208.51,10628.23,1912.53,2596.51
60,Other,Columbus,Savings,9443.1,11389.52,5855.11,1765.73
55,Female,Dallas,Current,2263.43,566.4,8553.04,2084.76
59,Other,Baltimore,Savings,2365.45,774.35,1082.25,3216.63
29,Female,Nashville,Current,4862.05,1585.3,9178.58,2406.05
20,Female,Fort Worth,Current,173.88,1075.83,6185.71,510.71
32,Other,Atlanta,Current,9654.19,14591.49,6781.73,2543.13
65,Other,Albuquerque,Current,419.3,3857.71,7569.1,1490.46
27,Other,Austin,Current,6001.51,5357.18,9356.1,3154.95
39,Other,Oklahoma City,Savings,3604.34,2905.57,7249.14,908.32
40,Male,Sacramento,Savings,1119.36,4364.34,4959.2,2909.92
28,Female,Austin,Current,343.69,-1578.35,8728.67,2250.11
33,Female,San Diego,Current,2697.94,-605.25,9557.79,4040.85
66,Female,Houston,Savings,1156.17,-2459.19,6590.88,1695.25
63,Female,Portland,Current,9409.25,12103.47,7885.13,500.28
33,Male,Omaha,Savings,2523.14,1232.94,5971.93,426.23
31,Other,Kansas City,Current,1031.91,3792.2,1999.48,2252.02
23,Other,Baltimore,Savings,7719.85,9834.96,6498.24,2589.2
59,Other,Portland,Current,4201.1,8653.88,6128.04,1875.71
34,Female,Nashville,Current,8452.29,4748.64,5502.82,3937.58
48,Male,Oklahoma City,Current,8400.47,5301.74,6080.02,3326.42
59,Male,Houston,Current,9924.57,10132.79,4051.76,2827.11
27,Other,Austin,Current,8057.9,13008.85,8213.0,3055.72
63,Female,San Jose,Current,2220.1,-615.59,3188.01,3817.01
37,Other,Dallas,Savings,5905.84,7208.14,4888.53,3039.71
66,Female,Houston,Current,5309.88,2348.17,7421.79,1113.73
26,Other,Fort Worth,Savings,5131.08,1039.78,6060.64,2030.72
32,Other,Dallas,Current,3038.39,340.99,2174.53,680.78
56,Male,San Jose,Savings,2180.39,-1706.29,5458.88,4356.42
19,Female,Detroit,Current,7197.26,5126.2,7722.22,1093.01
21,Male,Kansas City,Savings,1107.44,4061.35,1633.46,3001.28
69,Male,San Jose,Savings,591.2,2708.23,8664.96,267.82
41,Other,Colorado Springs,Current,3874.31,6518.01,5601.0,1588.89
35,Female,Louisville,Current,7464.86,6618.99,5754.47,4475.02
28,Female,Denver,Current,8698.48,11695.7,6076.07,3970.99
54,Other,Las Vegas,Current,5447.26,10342.23,3192.09,465.16
43,Other,Denver,Savings,8415.33,4588.9,4426.88,2790.32
25,Other,San Jose,Current,350.38,1957.42,7020.04,1920.25
39,Female,San Jose,Current,4608.16,287.5,4554.94,675.57
69,Other,Louisville,Savings,1420.55,-3059.12,9440.85,4091.47
22,Other,Los Angeles,Current,5868.9,4976.64,9157.09,4349.54
19,Male,Jacksonville,Current,9217.78,8942.64,2583.99,2522.87
22,Other,Washington,Savings,171.19,-2695.46,2787.11,949.74
52,Other,San Jose,Current,6715.39,9100.05,4699.19,2097.58
49,Female,Dallas,Current,7944.26,11520.54,6248.36,162.55
61,Other,Tucson,Savings,7470.36,5998.0,8941.69,3513.14
36,Female,Columbus,Current,295.71,-1611.55,2130.31,4516.31
56,Male,Oklahoma City,Current,1821.45,494.83,8158.36,78.44
68,Male,Charlotte,Current,1034.55,2502.32,2092.93,3273.97
21,Female,Albuquerque,Savings,946.0,889.66,5998.22,444.71
40,Other,Tucson,Current,7328.82,4770.15,6215.98,1157.1
63,Female,San Francisco,Savings,4305.41,1934.37,9676.11,2676.55
36,Other,Las Vegas,Savings,7275.73,5489.92,7766.53,1599.52
43,Other,Baltimore,Current,3671.45,965.9,7510.19,29.43
67,Other,San Jose,Savings,1258.79,3223.67,1225.19,4913.77
43,Female,Indianapolis,Current,7212.68,9381.16,7806.03,855.93
24,Male,Los Angeles,Current,6297.97,6317.87,7103.01,2636.7
49,Female,San Francisco,Current,1218.46,1559.33,7112.64,2578.19
64,Other,Albuquerque,Savings,9251.21,8489.2,1455.94,4747.53
50,Female,San Diego,Current,3158.32,4086.58,4527.18,3853.01
61,Male,Chicago,Savings,6581.83,8848.27,2033.63,2778.8
43,Female,Fort Worth,Savings,416.61,-3959.2,9208.22,3682.02
41,Male,Oklahoma City,Savings,4486.12,2450.01,4301.76,4232.71
68,Male,Indianapolis,Current,9647.21,6507.52,8886.0,1617.12
40,Other,Columbus,Savings,8876.44,9015.2,3859.65,605.86
55,Male,Indianapolis,Savings,2291.34,6567.02,7040.48,4055.77
43,Female,Tucson,Savings,8803.39,8228.85,1085.1,956.79
62,Female,Baltimore,Savings,3001.39,4429.99,7278.68,1705.88
48,Other,Fort Worth,Savings,8537.12,12622.63,7275.51,4406.79
23,Female,Charlotte,Savings,7319.35,5987.61,2240.51,3325.55
62,Other,Seattle,Current,3585.32,2287.9,5027.09,434.69
48,Female,Louisville,Savings,9116.83,6097.93,7148.93,1216.61
64,Female,El Paso,Current,4904.27,387.08,5777.52,776.54
65,Male,Columbus,Current,3245.17,2169.06,9328.45,159.05
57,Male,Baltimore,Current,2868.89,5976.77,2897.71,1084.44
62,Male,Tucson,Savings,9396.76,12401.7,9685.69,3237.98
62,Female,Charlotte,Current,7609.95,10910.97,5436.83,69.76
69,Other,San Antonio,Current,3564.0,8298.38,9997.78,4812.11
69,Other,Charlotte,Savings,2616.27,3454.02,4837.13,1167.95
29,Other,Kansas City,Savings,2195.01,-1080.23,8818.42,1459.12
68,Male,Austin,Current,2520.48,3440.56,8525.3,174.08
34,Female,Memphis,Current,1198.7,2777.06,5850.2,348.12
43,Male,Milwaukee,Current,4898.88,6854.79,7864.12,4993.68
20,Female,Boston,Savings,506.61,-3671.99,7685.19,1671.1
32,Female,Las Vegas,Savings,213.99,492.0,2194.45,3398.56
66,Female,Denver,Savings,6218.92,9889.85,7610.0,3754.78
55,Male,Los Angeles,Current,975.95,5539.78,7541.88,2467.84
41,Female,Washington,Savings,8467.58,8873.0,4873.73,2313.3
68,Male,Oklahoma City,Savings,1156.61,5112.35,2383.47,1679.68
47,Male,Tucson,Savings,5472.42,6019.55,5060.94,3509.58
61,Female,San Diego,Current,6787.49,1972.85,7722.16,2627.22
53,Female,Boston,Savings,2368.64,-1710.03,8916.62,2134.51
61,Female,Dallas,Current,8893.82,5415.85,4320.58,758.39
44,Male,Fresno,Current,4865.73,7620.53,4042.87,3338.22
39,Female,El Paso,Savings,3221.66,-1383.22,2771.12,2184.71
19,Female,Phoenix,Savings,9021.17,8417.0,4300.96,521.48
24,Other,Boston,Savings,8597.57,9215.27,3150.29,1714.68
33,Other,San Diego,Current,7125.31,3011.09,4030.73,228.31
41,Other,Indianapolis,Current,2975.78,559.0,5864.91,616.25
47,Female,Charlotte,Current,3963.04,8189.87,6111.17,4967.86
61,Male,New York,Current,6928.36,8887.76,7674.0,3956.88
65,Other,Washington,Savings,1934.31,-330.47,9847.14,4938.76
63,Male,Chicago,Savings,5001.61,3334.54,1806.01,4702.46
18,Other,Kansas City,Current,7403.45,12157.63,3120.39,4788.71
44,Other,Columbus,Current,6611.36,8941.46,4688.77,2393.83
26,Male,Mesa,Current,7227.34,3449.41,9708.51,3385.51
24,Other,Seattle,Current,8930.0,5447.42,3531.44,61.78
22,Male,Seattle,Savings,9686.04,10869.12,8895.07,1899.25
47,Female,Chicago,Savings,4638.0,67.23,4653.8,3376.87
59,Female,Jacksonville,Savings,693.82,3421.78,9628.29,769.5
44,Male,Colorado Springs,Savings,8360.07,4079.6,1326.6,4475.66
27,Male,New York,Current,1267.86,5430.48,3177.63,535.83
42,Female,Portland,Current,2272.5,2575.26,1351.03,4189.57
35,Male,Portland,Savings,6566.36,9669.03,7765.06,3076.2
24,Female,Austin,Savings,7482.78,3535.75,6867.44,4298.86
48,Female,Phoenix,Savings,6977.01,2443.58,3088.39,1119.73
49,Male,San Antonio,Savings,4441.07,1904.65,1495.81,3186.71
67,Other,Denver,Savings,9188.86,12944.92,8130.13,1114.41
62,Male,Memphis,Savings,8338.74,3490.28,7839.52,1307.16
28,Female,Charlotte,Current,6670.46,10811.39,9274.17,567.94
27,Other,Sacramento,Current,4466.65,193.08,2504.7,4271.37
39,Other,Atlanta,Savings,4691.88,2649.54,6165.83,4010.68
48,Female,Fort Worth,Savings,1842.07,1374.54,9263.7,1407.91
58,Other,Baltimore,Current,7819.08,2988.6,2849.93,898.57
64,Other,Oklahoma City,Current,8673.04,12155.17,6465.99,3991.82
31,Male,Atlanta,Savings,8290.09,9154.2,6463.94,2317.35
20,Female,Chicago,Current,5516.27,10385.69,1376.24,1639.56
41,Other,Dallas,Current,8395.62,4813.85,8040.26,3407.18
31,Female,Colorado Springs,Current,7925.05,8385.99,8105.58,1924.72
33,Male,Detroit,Current,8340.36,7478.0,2725.24,3640.25
45,Male,Los Angeles,Current,9821.14,5492.74,1382.7,1046.8
52,Male,El Paso,Current,8119.0,12888.62,7480.24,2839.89
57,Other,El Paso,Current,2779.83,4610.32,2213.32,4374.39
19,Male,Nashville,Current,8226.54,10298.72,7205.1,4057.02
51,Female,Indianapolis,Current,3818.79,5802.11,2352.68,4717.71
35,Male,Dallas,Current,5210.3,1031.87,8742.98,105.45
24,Other,San Jose,Savings,7984.36,10256.11,6503.34,4642.5
66,Male,Louisville,Savings,3235.52,1352.99,6190.95,1202.2
55,Other,Portland,Current,358.22,-2754.9,5808.93,4722.16
59,Female,San Francisco,Savings,7209.63,4751.87,1371.22,1276.11
24,Male,Kansas City,Savings,9031.52,6359.74,8549.06,936.02
21,Male,Mesa,Current,9286.1,7245.1,5078.57,3138.65
60,Female,New York,Savings,8009.21,10317.18,4330.56,3633.41
33,Female,Seattle,Current,9357.91,9168.39,6679.07,4810.51
66,Other,Dallas,Savings,8224.5,12854.15,5497.86,1505.81
23,Male,San Jose,Savings,397.98,560.54,3587.82,2260.28
37,Male,Omaha,Savings,3561.59,-304.74,2333.41,3023.73
48,Male,Charlotte,Current,3427.45,4925.81,1912.07,4119.06
36,Male,Houston,Savings,2269.73,2839.88,3128.52,3907.78
